search_text,document_id,document_type,trade,certification_group,importance,selection_rule,certification_name,ncs_code,review_status,source_file
철근콘크리트시공 - 자재관리 철근콘크리트시공 지원자에게 관련된 NCS 능력단위는 자재관리이다. NCS 코드는 1403020605_22v3이고 세분류는 철근콘크리트시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 철근콘크리트시공 NCS 코드 1403020605_22v3,능력요건-00015,NCS 능력 요구사항,철근콘크리트시공,,,,,1403020605_22v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
철근콘크리트시공 - 철근가공 조립검사 철근콘크리트시공 지원자에게 관련된 NCS 능력단위는 철근가공 조립검사이다. NCS 코드는 1403020607_22v3이고 세분류는 철근콘크리트시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 철근콘크리트시공 NCS 코드 1403020607_22v3,능력요건-00016,NCS 능력 요구사항,철근콘크리트시공,,,,,1403020607_22v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
철근콘크리트시공 - 철근콘크리트시공 계획수립 철근콘크리트시공 지원자에게 관련된 NCS 능력단위는 철근콘크리트시공 계획수립이다. NCS 코드는 1403020603_22v3이고 세분류는 철근콘크리트시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 철근콘크리트시공 NCS 코드 1403020603_22v3,능력요건-00017,NCS 능력 요구사항,철근콘크리트시공,,,,,1403020603_22v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
철근콘크리트시공 - 철근콘크리트시공 설계도서검토 철근콘크리트시공 지원자에게 관련된 NCS 능력단위는 철근콘크리트시공 설계도서검토이다. NCS 코드는 1403020601_22v4이고 세분류는 철근콘크리트시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 철근콘크리트시공 NCS 코드 1403020601_22v4,능력요건-00018,NCS 능력 요구사항,철근콘크리트시공,,,,,1403020601_22v4,사람 검토 전 자동 추천,RAG_검색문서.jsonl
철근콘크리트시공 - 철근콘크리트시공 현장안전관리 철근콘크리트시공 지원자에게 관련된 NCS 능력단위는 철근콘크리트시공 현장안전관리이다. NCS 코드는 1403020602_22v3이고 세분류는 철근콘크리트시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 철근콘크리트시공 NCS 코드 1403020602_22v3,능력요건-00019,NCS 능력 요구사항,철근콘크리트시공,,,,,1403020602_22v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
철근콘크리트시공 - 콘크리트 양생 후 검사·보수 철근콘크리트시공 지원자에게 관련된 NCS 능력단위는 콘크리트 양생 후 검사·보수이다. NCS 코드는 1403020610_22v3이고 세분류는 철근콘크리트시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 철근콘크리트시공 NCS 코드 1403020610_22v3,능력요건-00020,NCS 능력 요구사항,철근콘크리트시공,,,,,1403020610_22v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
철근콘크리트시공 - 콘크리트 타설 양생 철근콘크리트시공 지원자에게 관련된 NCS 능력단위는 콘크리트 타설 양생이다. NCS 코드는 1403020609_22v3이고 세분류는 철근콘크리트시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 철근콘크리트시공 NCS 코드 1403020609_22v3,능력요건-00021,NCS 능력 요구사항,철근콘크리트시공,,,,,1403020609_22v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
철근콘크리트시공 - 콘크리트 타설 전 준비 철근콘크리트시공 지원자에게 관련된 NCS 능력단위는 콘크리트 타설 전 준비이다. NCS 코드는 1403020608_22v3이고 세분류는 철근콘크리트시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 철근콘크리트시공 NCS 코드 1403020608_22v3,능력요건-00022,NCS 능력 요구사항,철근콘크리트시공,,,,,1403020608_22v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
철근콘크리트시공 - 콘크리트 타설작업 철근콘크리트시공 지원자에게 관련된 NCS 능력단위는 콘크리트 타설작업이다. NCS 코드는 1407030118_16v2이고 세분류는 콘크리트공기계운전이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 철근콘크리트시공 NCS 코드 1407030118_16v2,능력요건-00023,NCS 능력 요구사항,철근콘크리트시공,,,,,1407030118_16v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
"방수시공 자격·능력 요구사항 지원 직종은 방수시공이다. 관련 NCS 능력단위는 11개다. 방수 직접 자격(핵심, 하나 이상): 방수기능사, 방수산업기사. 자격 그룹은 직종 관련성 기준이며 법적 필수 여부는 별도 확인한다. 검토 상태는 사람 검토 전 자동 추천이다. 직종 방수시공",직종요건-03,직종 자격·능력 요약,방수시공,,,,,,사람 검토 전 자동 추천,RAG_검색문서.jsonl
방수시공 - 규산질계 도포 방수 방수시공 지원자에게 관련된 NCS 능력단위는 규산질계 도포 방수이다. NCS 코드는 1403020306_14v2이고 세분류는 방수시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 방수시공 NCS 코드 1403020306_14v2,능력요건-00024,NCS 능력 요구사항,방수시공,,,,,1403020306_14v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
방수시공 - 도막 방수 방수시공 지원자에게 관련된 NCS 능력단위는 도막 방수이다. NCS 코드는 1403020308_14v2이고 세분류는 방수시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 방수시공 NCS 코드 1403020308_14v2,능력요건-00025,NCS 능력 요구사항,방수시공,,,,,1403020308_14v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
방수시공 - 바탕처리 방수시공 지원자에게 관련된 NCS 능력단위는 바탕처리이다. NCS 코드는 1403020304_21v3이고 세분류는 방수시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 방수시공 NCS 코드 1403020304_21v3,능력요건-00026,NCS 능력 요구사항,방수시공,,,,,1403020304_21v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
방수시공 - 방수 검사 방수시공 지원자에게 관련된 NCS 능력단위는 방수 검사이다. NCS 코드는 1403020310_14v2이고 세분류는 방수시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 방수시공 NCS 코드 1403020310_14v2,능력요건-00027,NCS 능력 요구사항,방수시공,,,,,1403020310_14v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
방수시공 - 방수면 보호 방수시공 지원자에게 관련된 NCS 능력단위는 방수면 보호이다. NCS 코드는 1403020311_14v2이고 세분류는 방수시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 방수시공 NCS 코드 1403020311_14v2,능력요건-00028,NCS 능력 요구사항,방수시공,,,,,1403020311_14v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
방수시공 - 방수시공 계획수립 방수시공 지원자에게 관련된 NCS 능력단위는 방수시공 계획수립이다. NCS 코드는 1403020303_14v2이고 세분류는 방수시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 방수시공 NCS 코드 1403020303_14v2,능력요건-00029,NCS 능력 요구사항,방수시공,,,,,1403020303_14v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
방수시공 - 방수시공 도면파악 방수시공 지원자에게 관련된 NCS 능력단위는 방수시공 도면파악이다. NCS 코드는 1403020301_14v2이고 세분류는 방수시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 방수시공 NCS 코드 1403020301_14v2,능력요건-00030,NCS 능력 요구사항,방수시공,,,,,1403020301_14v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
방수시공 - 방수시공 현장안전 방수시공 지원자에게 관련된 NCS 능력단위는 방수시공 현장안전이다. NCS 코드는 1403020302_21v3이고 세분류는 방수시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 방수시공 NCS 코드 1403020302_21v3,능력요건-00031,NCS 능력 요구사항,방수시공,,,,,1403020302_21v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
방수시공 - 시멘트 액체 방수 방수시공 지원자에게 관련된 NCS 능력단위는 시멘트 액체 방수이다. NCS 코드는 1403020305_14v2이고 세분류는 방수시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 방수시공 NCS 코드 1403020305_14v2,능력요건-00032,NCS 능력 요구사항,방수시공,,,,,1403020305_14v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
방수시공 - 시트 방수 방수시공 지원자에게 관련된 NCS 능력단위는 시트 방수이다. NCS 코드는 1403020307_14v2이고 세분류는 방수시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 방수시공 NCS 코드 1403020307_14v2,능력요건-00033,NCS 능력 요구사항,방수시공,,,,,1403020307_14v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
방수시공 - 실링 방수 방수시공 지원자에게 관련된 NCS 능력단위는 실링 방수이다. NCS 코드는 1403020309_14v2이고 세분류는 방수시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 방수시공 NCS 코드 1403020309_14v2,능력요건-00034,NCS 능력 요구사항,방수시공,,,,,1403020309_14v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
"조적미장시공 자격·능력 요구사항 지원 직종은 조적미장시공이다. 관련 NCS 능력단위는 11개다. 조적·미장 직접 자격(핵심, 하나 이상): 조적기능사, 미장기능사. 인접 건축시공 자격(추천, 하나 이상): 온수온돌기능사, 건축일반시공산업기사. 자격 그룹은 직종 관련성 기준이며 법적 필수 여부는 별도 확인한다. 검토 상태는 사람 검토 전 자동 추천이다. 직종 조적미장시공",직종요건-04,직종 자격·능력 요약,조적미장시공,,,,,,사람 검토 전 자동 추천,RAG_검색문서.jsonl
조적미장시공 - 기준설정 및 규준틀 설치 조적미장시공 지원자에게 관련된 NCS 능력단위는 기준설정 및 규준틀 설치이다. NCS 코드는 1403020205_24v4이고 세분류는 조적미장시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 조적미장시공 NCS 코드 1403020205_24v4,능력요건-00035,NCS 능력 요구사항,조적미장시공,,,,,1403020205_24v4,사람 검토 전 자동 추천,RAG_검색문서.jsonl
조적미장시공 - 단열 모르타르 바름 조적미장시공 지원자에게 관련된 NCS 능력단위는 단열 모르타르 바름이다. NCS 코드는 1403020210_18v3이고 세분류는 조적미장시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 조적미장시공 NCS 코드 1403020210_18v3,능력요건-00036,NCS 능력 요구사항,조적미장시공,,,,,1403020210_18v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
조적미장시공 - 모르타르 바닥미장 조적미장시공 지원자에게 관련된 NCS 능력단위는 모르타르 바닥미장이다. NCS 코드는 1403020211_24v4이고 세분류는 조적미장시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 조적미장시공 NCS 코드 1403020211_24v4,능력요건-00037,NCS 능력 요구사항,조적미장시공,,,,,1403020211_24v4,사람 검토 전 자동 추천,RAG_검색문서.jsonl
조적미장시공 - 모르타르 벽미장 조적미장시공 지원자에게 관련된 NCS 능력단위는 모르타르 벽미장이다. NCS 코드는 1403020209_18v3이고 세분류는 조적미장시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 조적미장시공 NCS 코드 1403020209_18v3,능력요건-00038,NCS 능력 요구사항,조적미장시공,,,,,1403020209_18v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
조적미장시공 - 모서리 및 벽면 비드설치 조적미장시공 지원자에게 관련된 NCS 능력단위는 모서리 및 벽면 비드설치이다. NCS 코드는 1403020208_18v3이고 세분류는 조적미장시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 조적미장시공 NCS 코드 1403020208_18v3,능력요건-00039,NCS 능력 요구사항,조적미장시공,,,,,1403020208_18v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
조적미장시공 - 벽돌 쌓기 작업 조적미장시공 지원자에게 관련된 NCS 능력단위는 벽돌 쌓기 작업이다. NCS 코드는 1403020206_24v4이고 세분류는 조적미장시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 조적미장시공 NCS 코드 1403020206_24v4,능력요건-00040,NCS 능력 요구사항,조적미장시공,,,,,1403020206_24v4,사람 검토 전 자동 추천,RAG_검색문서.jsonl
조적미장시공 - 블록 쌓기 작업 조적미장시공 지원자에게 관련된 NCS 능력단위는 블록 쌓기 작업이다. NCS 코드는 1403020207_24v4이고 세분류는 조적미장시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 조적미장시공 NCS 코드 1403020207_24v4,능력요건-00041,NCS 능력 요구사항,조적미장시공,,,,,1403020207_24v4,사람 검토 전 자동 추천,RAG_검색문서.jsonl
조적미장시공 - 조적미장시공 계획수립 조적미장시공 지원자에게 관련된 NCS 능력단위는 조적미장시공 계획수립이다. NCS 코드는 1403020203_24v4이고 세분류는 조적미장시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 조적미장시공 NCS 코드 1403020203_24v4,능력요건-00042,NCS 능력 요구사항,조적미장시공,,,,,1403020203_24v4,사람 검토 전 자동 추천,RAG_검색문서.jsonl
조적미장시공 - 조적미장시공 도면검토 조적미장시공 지원자에게 관련된 NCS 능력단위는 조적미장시공 도면검토이다. NCS 코드는 1403020201_24v4이고 세분류는 조적미장시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 조적미장시공 NCS 코드 1403020201_24v4,능력요건-00043,NCS 능력 요구사항,조적미장시공,,,,,1403020201_24v4,사람 검토 전 자동 추천,RAG_검색문서.jsonl
조적미장시공 - 조적미장시공 보양 청소 조적미장시공 지원자에게 관련된 NCS 능력단위는 조적미장시공 보양 청소이다. NCS 코드는 1403020212_24v4이고 세분류는 조적미장시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 조적미장시공 NCS 코드 1403020212_24v4,능력요건-00044,NCS 능력 요구사항,조적미장시공,,,,,1403020212_24v4,사람 검토 전 자동 추천,RAG_검색문서.jsonl
조적미장시공 - 조적미장시공 작업준비 조적미장시공 지원자에게 관련된 NCS 능력단위는 조적미장시공 작업준비이다. NCS 코드는 1403020204_24v4이고 세분류는 조적미장시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 조적미장시공 NCS 코드 1403020204_24v4,능력요건-00045,NCS 능력 요구사항,조적미장시공,,,,,1403020204_24v4,사람 검토 전 자동 추천,RAG_검색문서.jsonl
"타일석공시공 자격·능력 요구사항 지원 직종은 타일석공시공이다. 관련 NCS 능력단위는 18개다. 타일·석공 직접 자격(핵심, 하나 이상): 타일기능사, 석공기능사. 건축일반시공 상위 자격(추천, 하나 이상): 건축일반시공산업기사, 건축기사. 자격 그룹은 직종 관련성 기준이며 법적 필수 여부는 별도 확인한다. 검토 상태는 사람 검토 전 자동 추천이다. 직종 타일석공시공",직종요건-05,직종 자격·능력 요약,타일석공시공,,,,,,사람 검토 전 자동 추천,RAG_검색문서.jsonl
타일석공시공 - 석재붙임 타일석공시공 지원자에게 관련된 NCS 능력단위는 석재붙임이다. NCS 코드는 1403021706_19v3이고 세분류는 석재시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 타일석공시공 NCS 코드 1403021706_19v3,능력요건-00046,NCS 능력 요구사항,타일석공시공,,,,,1403021706_19v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
타일석공시공 - 석재시공 검사 보수 타일석공시공 지원자에게 관련된 NCS 능력단위는 석재시공 검사 보수이다. NCS 코드는 1403021707_19v3이고 세분류는 석재시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 타일석공시공 NCS 코드 1403021707_19v3,능력요건-00047,NCS 능력 요구사항,타일석공시공,,,,,1403021707_19v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
타일석공시공 - 석재시공 계획수립 타일석공시공 지원자에게 관련된 NCS 능력단위는 석재시공 계획수립이다. NCS 코드는 1403021703_19v3이고 세분류는 석재시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 타일석공시공 NCS 코드 1403021703_19v3,능력요건-00048,NCS 능력 요구사항,타일석공시공,,,,,1403021703_19v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
타일석공시공 - 석재시공 도서파악 타일석공시공 지원자에게 관련된 NCS 능력단위는 석재시공 도서파악이다. NCS 코드는 1403021701_19v3이고 세분류는 석재시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 타일석공시공 NCS 코드 1403021701_19v3,능력요건-00049,NCS 능력 요구사항,타일석공시공,,,,,1403021701_19v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
타일석공시공 - 석재시공 바탕면 준비 타일석공시공 지원자에게 관련된 NCS 능력단위는 석재시공 바탕면 준비이다. NCS 코드는 1403021705_19v3이고 세분류는 석재시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 타일석공시공 NCS 코드 1403021705_19v3,능력요건-00050,NCS 능력 요구사항,타일석공시공,,,,,1403021705_19v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
